typeId,retypes,categories_lists,retypes
52,12,"['Self-Storage Facility', 'Moving & Storage Service', 'Moving Supply Store', 'Professional Services', 'RV Storage Facility', 'Mover', 'Boat Storage Facility', 'Packaging Supply Store', 'Record Storage Facility', 'Storage']",12
90,12,"['Automobile Storage Facility', 'RV Storage Facility', 'Boat Storage Facility', 'Business Development Service', 'Event Venue', 'RV Repair Shop']",12
108,12,"['Mover', 'Moving & Storage Service', 'Piano Moving Service', 'Moving Supply Store', 'Self-Storage Facility']",12
7,13,"['Bar', 'Cocktail Bar', 'Steak House', 'Sports Bar', 'Pub', 'Karaoke Bar', 'Pool Hall', 'Banquet Hall', 'Jazz Club', 'Sushi Restaurant', 'Restaurant or Cafe', 'Night Club', 'Live Music Venue', 'Latin American Restaurant', 'Italian Restaurant', 'Indonesian Restaurant', 'Gay Bar', 'Cigar Shop', 'Catering', 'Caterer', 'Californian Restaurant', 'Buffet Restaurant', 'Brunch Restaurant', 'Bistro', 'Beer Store', 'Wine Store']",13
62,13,"['Wine Bar', 'Wine Store', 'Bistro', 'Winery', 'American Restaurant', 'Californian Restaurant', 'Cheese Shop', 'Cocktail Bar', 'European Restaurant', 'Italian Restaurant', 'Live Music Venue', 'Steak House', 'Vietnamese Restaurant']",13
109,13,"['Winery', 'Vineyard', 'Wedding Venue', 'Bocce Ball Court', 'Brewery', 'Concert Hall', 'Entertainment', 'Gift Shop', 'Pub', 'Wine Bar', 'Wine Store']",13
112,13,"['Lounge', 'Cocktail Bar', 'Sports Bar', 'Hookah Bar', 'Bar', 'Live Music Venue', 'Eclectic Restaurant', 'Latin American Restaurant', 'Night Club', 'Pan-Latin Restaurant', 'Pool Hall', 'Pub', 'Taiwanese Restaurant', 'Wine Store']",13
151,13,"['Night Club', 'Bar', 'Adult Entertainment Club', 'Live Music Venue', 'Sports Bar', 'Beverages', 'Club', 'Dance School', 'Gay & Lesbian Organization', 'Gay Bar', 'Irish Pub', 'Pub', 'Wedding Venue']",13
197,13,"['Coffee Shop', 'Tea House', 'Espresso Bar', 'Restaurant', 'Bagel Shop', 'Cafe', 'Dessert Restaurant', 'Latin American Restaurant', 'Snack Bar']",13
79,14,"['Construction Company', 'Building Restoration Service', 'Demolition Contractor', 'Landscape Designer', 'Playground Equipment Supplier', 'Solar Energy Equipment...', 'Water Park']",14
88,14,"['Plumber', 'Bathroom Remodeler', 'Electrician', 'General Contractor', 'Plumbing Supply Store', 'Construction', 'Contractor', 'Excavating Contractor', 'Garbage Collection Service', 'Geyser', 'HVAC Contractor', 'Hardware Store', 'Heating Contractor', 'Mechanical Contractor', 'Painter', 'Septic System Service']",14
110,14,"['Painter', 'Dry Wall Contractor', 'Cabinet Maker', 'Contractor', 'Glass Repair Service', 'Graffiti Removal Service', 'Interior Designer', 'Painting']",14
138,14,"['Electrician', 'Electric Vehicle Charging...', 'Auto Electrical Service', 'Electric Motor Repair Shop', 'Electric Motor Store', 'Electrical Engineer', 'General Contractor', 'Manufacturing, Mining...', 'Solar Energy Equipment...', 'Store']",14
191,14,"['Appliance Store', 'Appliance Parts Supplier', 'Hardware Store', 'Home Improvement Store', 'Construction', 'Alternative Fuel Station', 'Bathroom Supply Store', 'Contractor', 'Electrical Supply Store', 'Embroidery Shop', 'General Contractor', 'Paint Store', 'Plumbing Supply Store', 'Vacuum Cleaner Store']",14
59,15,"['Chiropractor', 'Massage Therapist', 'Nutritionist', 'Acupuncture Clinic', 'Holistic Medicine Practitioner', 'Physical Fitness Program']",15
128,15,"['Chiropractor', 'Sports Medicine Clinic', 'Pain Management Physician', 'Sports Massage Therapist', 'Wellness Program', 'Pain Control Clinic', 'Health Consultant', 'Holistic Medicine Practitioner', 'Orthopedic Surgeon', 'Sports Medicine Physician', 'Physical Therapy Clinic', 'Personal Trainer', 'Acupuncture Clinic', 'Nutritionist', 'Allergist', 'Medical Clinic', 'Medical Center', 'Massage School', 'Massage', 'Emergency Services', 'College', 'Naturopathic Practitioner']",15
147,15,"['Acupuncture Clinic', 'Physician', 'Holistic Medicine Practitioner', 'Acupuncture School', 'Alternative Medicine...', 'Asian Massage Therapist', 'Pain Control Clinic', 'Sleep Clinic']",15
76,16,"['Post Office', 'Mailing Service', 'Mailbox Rental Service', 'Check Cashing Service', 'Federal Government Office', 'Money Order Service', 'Print Shop']",16
162,16,"['Notary Public', 'Mailbox Rental Service', 'Shipping Service', 'Freight Forwarding Service', 'Mailing Service', 'Passport Photo Processor', 'Shipping and Mailing', 'Book Store', 'Court Reporter', 'Greeting Card Shop', 'Money Transfer Service', 'Print Shop']",16
24,17,"['Grocery Store', 'Convenience Store', 'Deli', 'Supermarket', 'Grocery Store or Supermarket', 'Pharmacy', 'Bakery', 'Department Store', 'Florist', 'Stores and Shopping', 'Market', 'Variety Store', 'Pretzel Store', 'Tobacco Shop', 'Snack Bar', 'Sandwich Shop', 'Restaurant or Cafe', 'Ranch', 'Mediterranean Restaurant', 'Photo Shop', 'Mexican Grocery Store', 'Beer Store', 'Liquor Store', 'Health Club', ""Farmers' Market"", 'Caterer', 'Beverages', 'Wellness Program']",17
55,17,"['Produce Market', ""Farmers' Market"", 'Cheese Shop', 'Dairy Store', 'Deli', 'Farm', 'Flea Market', 'Food Store', 'Gourmet Grocery Store', 'Natural Foods Store', 'Orchard', 'Supermarket', 'Wine Store']",17
85,17,"['Supermarket', 'Bakery', 'Indian Grocery Store', 'Deli', 'Grocery Store or Supermarket', 'Florist', 'Asian Grocery Store', 'Butcher Shop', 'Gourmet Grocery Store', 'Oriental Goods Store', 'Pharmacy', 'Seafood Market', 'Spice Store', 'Wholesale Club', 'Wholesale Grocer']",17
100,17,"['Deli', 'Bakery', 'Restaurant', 'Gourmet Grocery Store', 'Butcher Shop', 'Grocery Store', 'Cafe', 'Caterer', 'Grocery Store or Supermarket', 'Italian Grocery Store', 'Meat Processor', 'Stores and Shopping', 'Wine Store']",17
120,17,"['Stores and Shopping', 'Gourmet Grocery Store', 'Beer Store', 'Butcher Shop', 'Japanese Grocery Store', 'Bridal Shop', 'Model Train Store', 'Wine Store', 'Wedding Bakery', 'Vitamin & Supplements Store', 'Supermarket', 'Seminary', 'Running Store', 'Knitting Instructor', 'Marble Supplier', 'Locksmith', 'Janitorial Service', 'Hobby Shop', 'HVAC Contractor', 'Granite Supplier', 'Food Store', 'Entertainment and Recreation', 'Yarn Store']",17
137,17,"['Liquor Store', 'Wine Store', 'Beer Store', 'Mexican Grocery Store', 'Money Order Service']",17
173,17,"['Convenience Store', 'ATM Location', 'Grocery Store or Supermarket', 'Liquor Store', 'Business Management Consultant', 'Cars']",17
11,18,"['Pet Groomer', 'Pet Store', 'Pet Supply Store', 'Pet Adoption Service', 'Dog Day Care Center', 'Dog Trainer', 'Pet Sitter', 'Pet Trainer', 'Kennel', 'Tropical Fish Store']",18
71,18,"['Animal Hospital', 'Veterinarian', 'Emergency Veterinarian Service', 'Kennel', 'Pet Supply Store']",18
164,18,"['Animal Hospital', 'Emergency Veterinarian Service', 'Pet Groomer', 'Veterans Hospital']",18
167,18,"['Veterinarian', 'Emergency Veterinarian Service', 'Kennel', 'Pet Store', 'Pet Supply Store', 'Veterinary Care']",18
27,19,"['Taxi Service', 'Airport Shuttle Service', 'Limousine Service', 'Car Service', 'Taxicab Stand', 'Park & Ride', 'Transportation', 'Transportation Service']",19
41,19,"['Tire Shop', 'Auto Repair Shop', 'Wheel Alignment Service', 'Wheel Store', 'Brake Shop', 'Used Tire Shop', 'Oil Change Service', 'Auto Parts Store', 'Auto Tune Up Service', 'Air Conditioning Repair...', 'Auto Body Shop', 'Muffler Shop', 'Racing Car Parts Store', 'Transmission Shop']",19
53,19,"['Auto Repair Shop', 'Brake Shop', 'Oil Change Service', 'Transmission Shop', 'Auto Tune Up Service', 'Auto Electrical Service', 'Auto Body Shop', 'Mechanic', 'Auto Radiator Repair Service', 'Used Car Dealer', 'Towing Service', 'Engine Rebuilding Service', 'Honda Dealer', 'Car Dealer', 'Nissan Dealer', 'Tourist Information Center', 'Trucking Company', 'Store', 'Software Company', 'Porsche Dealer', 'Volkswagen Dealer', 'Truck Rental Agency', 'Air Conditioning Repair...', 'Mental Health Clinic', 'Machine Shop', 'Hyundai Dealer', 'Air Filter Supplier', 'Dynamometer Supplier', 'Car Service', 'Car Detailing Service', 'Car Alarm Supplier', 'Auto Upholsterer', 'Auto Restoration Service', 'Auto Glass Shop', 'Wheel Store']",19
70,19,"['Window Tinting Service', 'Car Stereo Store', 'Auto Glass Shop', 'Window Treatment Store']",19
89,19,"['Oil Change Service', 'Auto Tune Up Service', 'Transmission Shop', 'Air Conditioning Repair...', 'Auto Body Shop', 'Auto Repair Shop', 'BMW Dealer', 'Brake Shop', 'Family Service Center', 'Mechanic', 'Service Station', 'Smog Inspection Station', 'Tire Shop']",19
92,19,"['Auto Body Shop', 'Auto Dent Removal Service', 'Auto Glass Shop', 'Auto Restoration Service', 'Car Detailing Service', 'Acura Dealer', 'Auto Body Parts Supplier', 'Auto Electrical Service', 'Auto Repair Shop', 'Chrysler Dealer', 'Dodge Dealer', 'Mechanic', 'Towing Service', 'Trailer Repair Shop', 'Transmission Shop']",19
99,19,"['Brake Shop', 'Auto Electrical Service', 'Auto Tune Up Service', 'Transmission Shop', 'Air Conditioning Repair...', 'Auto Body Shop', 'Auto Machine Shop', 'Auto Radiator Repair Service', 'Car Inspection Station', 'Car Rental Agency', 'Powder Coating Service', 'Tire Shop', 'Wheel Alignment Service', 'Wheel Store']",19
114,19,"['Towing Service', 'Auto Wrecker', 'Auto Auction', 'Car Battery Store', 'Locksmith']",19
119,19,"['Car Stereo Store', 'Car Alarm Supplier', 'GPS Supplier', 'Stereo Store', 'Audio Visual Equipment...', 'Auto Electrical Service']",19
177,19,"['Auto Glass Shop', 'Glass Repair Service', 'Window Installation Service', 'Auto Dent Removal Service', 'Car Dealer', 'Car Detailing Service', 'Glass & Mirror Shop']",19
193,19,"['Car Detailing Service', 'Auto Restoration Service', 'Used Car Dealer', 'Auto Broker', 'Auto Dent Removal Service', 'Auto Repair Shop', 'Brake Shop', 'Car Repair and Maintenance', 'Infiniti Dealer', 'Wheel Alignment Service', 'Window Tinting Service']",19
0,20,"['Dessert Shop', 'Ice Cream Shop', 'Bakery', 'Dessert Restaurant', 'Wholesale Bakery', 'American Restaurant', 'Cafe', 'Coffee Shop', 'Cookie Shop', 'Cr̻perie', 'Espresso Bar', 'Fast Food Restaurant', 'French Restaurant', 'Karaoke Bar', 'Restaurant', 'Wedding Bakery']",20
84,20,"['Dried Flower Shop', 'Florist', 'Stores and Shopping']",20
111,20,"['Bakery', 'Wedding Bakery', 'Dessert Shop', 'Indian Grocery Store', 'Stores and Shopping', 'Caterer', 'Cookie Shop', 'Diner', 'Donut Shop', 'European Restaurant', 'Fast Food Restaurant', 'Gift Shop', 'Restaurant or Cafe', 'School', 'Wholesale Bakery']",20
135,20,"['Juice Shop', 'Tea House', 'Health Food Restaurant', 'Health Food Store', 'Cafe', 'Dessert Restaurant', 'Dessert Shop', 'Travel']",20
140,20,"['Donut Shop', 'Dessert Shop', 'Bakery', 'Coffee Shop', 'Bagel Shop', 'Cupcake Shop', 'Restaurant or Cafe']",20
178,20,"['Chocolate Shop', 'Dessert Shop', 'Candy Store', 'Cafe', 'Cookie Shop', 'Gift Shop']",20
195,20,"['Bakery', 'Coffee Shop', 'Sandwich Shop', 'Bistro', 'Caterer', 'Dessert Shop', 'Espresso Bar', 'Tea Store']",20
18,21,"['Church', 'Religious Organization', 'Abundant Life Church', 'Buddhist Temple', 'Catholic Church', 'Counselor', 'Family Service Center', 'Presbyterian Church', 'Yoga Studio']",21
159,21,"['Association or Organization', 'Culture', 'Entertainment', 'Jain Temple']",21
5,22,"['Apartment Building', 'Apartment Complex', 'Property Management Company', 'Townhouse Complex', 'Indoor Lodging', 'Real Estate Agency', 'Apartments', 'Condominium Complex', 'Gym', 'Low Income Housing Program', 'Retirement Home', 'Serviced Apartment']",22
83,22,"['Apartments', 'Apartment Rental Agency', 'Building']",22
106,22,"['Apartment Rental Agency', 'Apartment Building', 'Furnished Apartment Building', 'Apartment Complex', 'Condominium Rental Agency', 'Indoor Lodging', 'Property Management Company']",22
122,22,"['Apartment Building', 'Apartment Complex', 'Apartment Rental Agency']",22
77,23,"['Optometrist', 'Eye Care Center', 'Optician', 'Contact Lenses Supplier', 'Sunglasses Store']",23
98,23,"['Optometrist', 'Contact Lenses Supplier', 'LASIK Surgeon', 'Ophthalmologist', 'Medical Group', 'Store', 'Sunglasses Store']",23
32,24,"['Corporate Campus', 'Software Company', 'Cell Phone Store', 'Computer Security Service', 'Computers', 'Manufacturer', 'Market Researcher', 'Marketing Consultant', 'Non-Profit Organization', 'Pharmaceutical Company', 'Repairs', 'Research Foundation', 'Sporting Goods Store', 'Telecommunications', 'Telecommunications Service...', 'Video Production Service']",24
51,24,"['Extended Stay Hotel', 'Motel', 'Airport Shuttle Service', 'Boutique Hotel', 'Business Center', 'Meeting Room']",24
68,24,"['Software Company', 'Marketing Consultant', 'Professional Services', 'Website Designer', 'Business Management Consultant', 'Business to Business Service', 'Computer Consultant', 'Computer Security Service', 'Internet Marketing Service', 'Learning Center', 'Library', 'Manufacturer']",24
123,24,"['Movie Theater', 'Computer Consultant', 'Conference Center', 'Learning Center', 'Performing Arts Theater']",24
125,24,['Laundromat'],24
139,24,"['Tax Preparation Service', 'Bookkeeping Service', 'Certified Public Accountant', 'Financial Consultant', 'Accountant', 'Business Management Consultant', 'Notary Public', 'Tax Preparation']",24
150,24,"['Motel', 'Lodge']",24
192,24,"['Financial Planner', 'Loan Agency', 'Marketing Consultant']",24
36,25,"['Bank', 'ATM Location', 'Loan Agency', 'Check Cashing Service', 'Professional Services']",25
66,25,"['Credit Union', 'Mortgage Lender', 'ATM Location', 'Federal Credit Union', 'Loan Agency']",25
78,25,"['ATM Location', 'Bank', 'Mortgage Lender']",25
157,25,"['Mortgage Lender', 'Mortgage Broker', 'Real Estate Agency', 'Loan Agency', 'Bankruptcy Service']",25
165,25,"['Real Estate Consultant', 'Real Estate Developer', 'Commercial Real Estate Agency', 'Home Builder', 'Real Estate Agency']",25
182,25,"['Bank', 'Mortgage Lender']",25
30,26,"['Hotel', 'Motel', 'Extended Stay Hotel', 'Meeting Room', 'Luxury Hotel', 'Wedding Venue', 'Lodge', 'Inn', 'Banquet Hall', 'Gas Station', 'Entertainment and Recreation', 'Ballroom', 'Italian Restaurant', 'Convention Center', 'Conference Center', 'Meeting Planning Service', 'Bed & Breakfast', 'Resort', 'Spa', 'Truck Stop', 'Asian Restaurant']",26
60,26,"['Event Planner', 'Box Lunch Supplier', 'Party Equipment Rental Service', 'Amusement Center', 'Store', 'Singles Organization', 'Party Planner', 'Live Music Venue', 'Food Service', 'Fairground', 'Entertainment', 'Artist', 'DJ', 'Convention Center', 'Catering', 'Casino', 'Brazilian Restaurant', 'Banquet Hall', 'Wedding Planner']",26
82,26,"['Wedding Photographer', 'Portrait Studio', 'Entertainment', 'Make-up Artist', 'Party Equipment Rental Service', 'Photographer']",26
160,26,"['Performing Arts Theater', 'Auditorium', 'Community Center', 'Civic Center', 'Employment Center', 'Entertainment', 'Live Music Venue', 'Tennis Court']",26
20,27,"['Physician', 'Medical Clinic', 'Medical Center', 'Hospital', 'Cancer Treatment Center', 'Psychologist', ""Children's Hospital"", 'Physical Therapy Clinic', 'Medical Laboratory', 'Laser Hair Removal Service', 'Marriage Counselor', 'Herb Shop', 'Hair Removal Service', 'Family Planning Center', 'Emergency Room', 'Chiropractor', 'Surgical Center']",27
47,27,"['Family Practice Physician', 'General Practitioner', 'Health', 'Internist', 'Medical Center', 'Occupational Medical Physician', 'Pediatrician', 'STD Testing Service', 'Walk-In Clinic']",27
29,28,"['Department Store', 'Clothing Store', 'Furniture Store', 'Discount Store', 'Supermarket', 'Pharmacy', 'Home Improvement Store', 'Home Goods Store', 'Warehouse', 'Electronics Store', ""Women's Clothing Store"", 'Hardware Store', 'Linens Store', 'Gift Shop', 'Bedding Store', 'Shoes', 'Video Store', 'Wholesale Club', 'Tool Store', 'Tire Shop', 'Wholesaler', 'Store', 'Small Appliance Repair Service', 'Shopping Mall', 'Appliance Store', 'Produce Market', 'Photo Lab', 'Packaging Supply Store', 'Outdoor Furniture Store', 'Optician', 'Army & Navy Store', 'Luggage Store', 'Food Products Supplier', 'Dollar Store', 'Cosmetics Store', 'Clothing', 'Lumber Store']",28
54,28,"['Pharmacy', 'Cosmetics Store', 'Photo Shop', 'Supermarket', 'Variety Store', 'Convenience Store', 'Medical Center', 'Medical Clinic', 'Grocery Store or Supermarket', 'Hardware Store', 'Holistic Medicine Practitioner', 'Medical Supply Store', 'Travel Clinic', 'Vitamin & Supplements Store', 'Wellness Program']",28
58,28,"['Furniture Store', 'Home Goods Store', 'Home Improvement Store', 'Bedding Store', 'Mattress Store', 'Stores and Shopping', 'Restaurant Supply Store', 'Professional Services', 'Photo Shop', 'Outdoor Furniture Store', 'Office Supply Store', 'Office Furniture Store', 'Lighting Store', 'Liquidator', 'Bedroom Furniture Store', 'Hardware Store', 'Gift Shop', 'Futon Store', 'Event Planner', 'Construction', 'Used Office Furniture Store']",28
80,28,"['Professional Services', 'Mover', 'Commercial Printer', 'Manufacturing, Mining...', 'Telecommunications Service...', 'Telecommunications Equipment...', 'Storage Facility', 'Nursing Home', 'School', 'Restaurant or Cafe', 'Moving & Storage Service', 'Moving Supply Store', 'Neon Sign Shop', 'Print Shop', 'Research Foundation', 'Advertising Agency', 'Shipping Company', 'Mobile Home Park', 'Shipping and Mailing', 'Stadium', 'Store', 'Trucking Company', 'Used Computer Store', 'Window Supplier', 'Shipping Service', 'Medical Center', 'Amusement Park', 'Map Store', 'Art Gallery', 'Car Detailing Service', 'Car Wash', 'Carpet Store', 'Cars', 'Copy Shop', 'Custom Label Printer', 'Digital Printer', 'Distribution Service', 'Door Supplier', 'Financial Planner', 'Flooring Store', 'Health', 'Health Club', 'High School', 'Japanese Grocery Store', 'Jeweler', 'Lawn Mower Store', 'Lumber Store', 'Wood Floor Refinishing Service']",28
87,28,"['Gift Shop', 'Book Store', 'Craft Store', 'Florist', 'Candy Store', 'Antique Store', 'Art Gallery', 'Tobacco Shop', 'Wine Store', 'Stationery Store', 'Jewelry Store', 'Boutique', 'Art Supply Store', 'Kitchen Supply Store', 'Tea House', 'Stores and Shopping', 'Video Store', 'Wedding Store', 'Religious Goods Store', 'Pen Store', 'Music Store', 'Tea Store', 'Alternative Medicine...', 'Jewelry', 'Home Goods Store', 'Hobby Shop', 'Fashion Accessories Store', 'Event Venue', 'Electronics Store', 'DVD Store', 'Chocolate Shop', 'Cabinet Store', 'Art Dealer', 'Greeting Card Shop']",28
94,28,"['Florist', 'Gift Basket Store', 'Bakery', 'Balloon Store', 'Department Store', 'Food Products Supplier', 'Food Service', 'Funeral Home', 'Hardware Store', 'Restaurant or Cafe', 'Travel Agency', 'Wholesale Florist']",28
96,28,"['Tobacco Shop', 'Cigar Shop', 'Body Piercing Shop', 'Hookah Bar', 'Adult Entertainment Store', 'Bar', 'Clothing Store', 'Hobby Shop', 'Liquor Store', 'Magazine Store', 'T-shirt Store']",28
121,28,"['Carpet Cleaning Service', 'Upholstery Cleaning Service', 'House Cleaning Service', 'Janitorial Service', 'Cleaning Service', 'Window Cleaning Service', 'Antique Store', 'Carpet Installer', 'Dry Cleaner', 'Oriental Rug Store', 'Rug Store', 'Tile Store', 'Water Damage Restoration...']",28
129,28,"['Gun Shop', 'Shooting Range', 'Sporting Goods Store', 'Airsoft Supply Store', 'Ammunition Supplier', 'Outdoor Sports Store']",28
134,28,"['Garden Center', 'Plant Nursery', 'Hardware Store', 'Hydroponics Equipment Supplier', 'Tool Store', 'Wholesale Plant Nursery', 'Botanical Garden', 'Landscaping Supply Store', 'Lawn Mower Store', 'Lumber Store', 'Plumbing Supply Store']",28
146,28,"['Vitamin & Supplements Store', 'Health Food Store', 'Herb Shop', 'Wellness Program', 'Beauty', 'Distribution Service', 'Food Store', 'Natural Foods Store', 'Nutritionist']",28
148,28,"['Home Goods Store', 'Hardware Store', 'Linens Store', ""Children's Furniture Store"", 'Kitchen Supply Store', 'Used Office Furniture Store', 'Antique Furniture Store', 'Appliances', 'Bathroom Supply Store', 'Bedroom Furniture Store', 'Cutlery Store', 'Furniture', 'Outdoor Furniture Store', 'Plumbing Supply Store', 'Sharpening Service', ""Women's Clothing Store""]",28
149,28,"['Thrift Store', 'Social Services Organization']",28
