gPlusUserId,currentPlace
105615444551220058465,"Santa Clara, CA 95054"
105630279269468801276,"San Jose, California, USA"
105630962614952296272,"Palo Alto, CA"
105635174281176940084,"San Jose, CA"
105648389636633442882,San Jose California
105669222902618666871,San Jose
105676108062355313421,"San Jose, CA"
105685540212087364666,"Gilroy, CA 95020"
105685937450546649013,"San Jose, CA"
105690352674741095718,"San Jose, CA"
105693381346089696083,"San Jose, ca"
105701581579526554093,"San Jose, CA"
105703818675148426227,"Campbell, California"
105707755202249052492,San Jose
105711296989975901212,"San Jose, CA"
105712386542755523768,"Sunnyvale, CA"
105727149606144433214,San Jose
105739237097428973694,"San Jose, CA"
105740237049929602069,"Palo Alto, CA"
105744581782476735869,"Santa Clara, CA, USA"
105759078102304666249,Saratoga
105767850549153155012,"Mountain View, CA"
105770007383968425606,"San Jose, California"
105770588698764777160,Gilroy California
105773409984640259683,"Palo Alto, CA"
105780351382993712893,San Jose
105782159775394806605,San Jose
105783114257992168178,San Jose
105800101056138316864,"Sunnyvale, CA 94089"
105811061202811271566,"San Jose, CA"
105811520362459094714,"Mountain View, CA"
105816596842355285947,Sunnyvale
105824093931213338590,"San Jose, CA"
105845792043069996236,"Mountain View, CA"
105849592911662199108,"Mountain View, CA 94043"
105856893525226965244,"Morgan Hill, CA"
105858472216933901197,"San Jose, CA"
105884464732634503883,Sunnyvale
105890762242996136060,Santa Clara
105892329353559129582,"Sunnyvale, CA 94086"
105895284429819895874,Campbell
105905158111391465641,"Sunnyvale, CA"
105913218756655158874,Palo Alto
105921851916002471427,"San Jose, CA"
105922781630502136037,"Mountain View, CA"
105957731672215690831,"Sunnyvale, CA"
105962404142262878272,"Cupertino, CA"
105963953612957324579,Los Gatos
105964680776030083402,"San Jose, California"
106001176425596869303,"Mountain View, CA"
106019173905033354811,"Palo Alto, CA 94301"
106023879253210476271,"Palo Alto, CA"
106031767243339801807,"San Jose, Ca"
106033445839205650707,"East Palo Alto, CA"
106045408857348219716,San Jose
106052685919813397554,"San Jose, CA 95122"
106061660130098778874,"Mountain View, CA"
106075328799564761493,"San Jose, CA 95125"
106081249010701328469,"San Jose, CA"
106087864069384374588,"San Jose, CA"
106100119260844801272,"Mountain View, CA 94043"
106101436345762599277,"Mountain View, CA, USA"
106109059198617350567,Mountain View
106117272064805997348,San Jose Ca
106121133258744259554,"Palo Alto, CA"
106124035138283855437,"Palo Alto, CA"
106125341872508662010,Santa Clara
106130274515526430207,"San Jose, CA"
106132136989360284442,Mountain View CA
106157643510146336178,"Sunnyvale, CA"
106160758363736903932,"Santa Clara, CA"
106166025131044608149,"Los Altos, Ca"
106166511635197232940,"Sunnyvale, CA"
106170007398343783796,"San Jose, CA"
106190501618728267450,"San Jose, CA"
106193411422929911676,"Santa Clara, CA"
106197050963382504985,"Mountain View, CA"
106204353666768586089,"San Jose, CA"
106216845936271117297,"Mountain View, CA"
106218141237612883112,"San Jose, CA"
106226941420364887072,"Sunnyvale, CA"
106230060317710940798,"San Jose, CA"
106263429340951021522,Gilroy
106264645452553839435,Sunnyvale
106267697429298427656,Los Gatos
106270592803671218688,"Santa Clara, CA"
106281558522942737082,San Jose
106321928044266160535,"San Jose, CA USA"
106334976696723778282,San Jose
106336529128528457367,"San Jose, CA"
106339346729092667998,"San Jose, CA"
106343217523422240575,"San Jose, CA"
106348266062486861608,Sunnyvale
106350927893653099814,"San Jose, CA"
106352587393065671032,Saratoga
106375266620508099787,"Sunnyvale, CA, USA"
106377418887701486151,"San Jose, CA 95132"
106382615954686484774,"Los Gatos, CA"
106392870707063702858,"San Jose, California"
106393133512994090902,"San Jose,California, USA, Earth"
106439375222390681651,Los Altos CA
106458452523190869772,"San Jose, California"
106475547930749445361,"Sunnyvale, CA"
106495967860350687284,"San Jose, CA"
106508277977732892398,"Mountain View, CA"
106511577338536738460,Palo Alto
106521065682069005360,"Cupertino, CA"
106526544201858033100,San Jose
106528103954793102526,"Sunnyvale, CA"
106533248943352121512,"San Jose, CA"
106536926428094498741,"San Jose, CA"
106541104523564418424,Santa Clara County
106553445867406214299,"Sunnyvale, CA, USA"
106567556213902611873,"Santa Clara, CA - USA"
106578439253647991796,"San Jose, CA, USA"
106586129309955180092,"San Jose, CA"
106587101791064367906,"San Jose, CA"
106589071561630078484,San Jose
106607115679995028975,"Sunnyvale, California"
106615161615948784154,San Jose
106626801258696700254,"Palo Alto, CA"
106637478580390822815,"Los Gatos, CA, United States"
106656747961780456419,"Mountain View, CA"
106661020174692398064,"San Jose, Ca"
106662250609863777751,"San Jose, CA"
106668593845162242444,Cupertino
106672975906534147166,Milpitas
106678764278880040712,Mountain View CA US
106683995583034921125,San Jose
106692393222625544452,"Mountain View,CA"
106697712966010863908,"Mountain View, CA"
106713080782828490357,"San Jose, CA"
106724738821826415070,San Jose
106727754554359624509,"Sunnyvale, CA"
106751019653678370170,Santa Clara
106764161491274312128,"San Jose, CA 95126"
106765285801528959039,"San Jose, CA"
106772431363762017311,San Jose
106778760826544658687,"Sunnyvale, CA"
106789452866142162101,"Mountain View, CA"
106795473277276094346,"San Jose, CA 95112"
106802076326785409646,San Jose
106821471524504434523,"San Jose, California U.S.A"
106824119329564931743,"Sunnyvale, Ca."
106824364746645944371,"Mountain View, CA"
106825171914368756519,"Sunnyvale, CA"
106829371981554016822,"Sunnyvale, CA"
106832345570581288964,Sunnyvale
106836225652225193606,"Santa Clara, CA"
106840555261132057390,"Mountain View, CA"
106840581685558577500,"Sunnyvale, CA"
106857325555899603709,"Mountain View, CA"
106864433091104717530,"Sunnyvale, California"
106868147774599813593,Santa Clara
106877341806365071640,"Santa Clara, CA"
106884369207685484998,"Saratoga, CA 95070"
106886330508047639371,"Sunnyvale, CA, United States"
106908246447795466728,"Sunnyvale, CA"
106909933831096444694,"Campbell, CA"
106929642909450061467,Sunnyvale
106931250641058165853,"San Jose, CA"
106931384843468846190,"Mountain View, Ca"
106933876583173125440,San Jose CA.
106937738532516849284,San Jose CA
106945431704547399080,Cupertino
106948676867072778486,"San Jose, CA"
106977482872067777768,"Mountain View, CA"
106978210005130058942,San Jose
106984752238426375901,San Jose
106989289598356780732,"San Jose, Ca."
106993507192822241897,San Jose
107012123025359185719,"San Jose, CA , USA"
107027907085433575693,"Santa Clara, California"
107029192067560465292,"Sunnyvale, California"
107030543971295411253,Santa Clara
107045202332269198902,"Sunnyvale, CA"
107055516552839039626,Cupertino
107061515147137206132,"Sunnyvale, CA"
107063075720054968728,San Jose
107075896252086725980,Sunnyvale CA
107078801004302550966,"Sunnyvale, CA"
107109264342233150894,"Morgan Hill, CA"
107117483540235115863,"Mountain View, CA"
107121164675465814878,"Morgan Hill, CA 95037"
107125408206283641202,"San Jose, CA"
107126069776673918579,"Cupertino, CA"
107126620940916804961,"Campbell, CA"
107130008807275097394,"Mountain View, CA, USA"
107135024217035950694,"Mountain View, CA"
107137600205449431195,"Sunnyvale, CA"
107158126541683330753,"Los Altos, Ca"
107159360273366707516,"Santa Clara, CA"
107160369117904739944,"San Jose, CA"
107173589314018541054,"Santa Clara, CA"
107182282357153463637,"Mountain View, CA"
107186773348517920221,"San Jose, CA 95148, United States"
107198098128745347601,"Sunnyvale, CA"
107214384909162930326,"Sunnyvale,California"
107216922068036710320,"Cupertino, CA"
107217717240199065699,"Mountain View, CA"
107219357249420222884,"Palo Alto, CA"
107243246582435986801,Mountain View
107244235697657472916,"Campbell, CA 95008, United States"
107245733330578632516,"Campbell, CA"
107246491378159857696,San Jose
107248332519876350153,"Santa Clara, CA 95051, United States"
107248344735184553328,"Mountain View, CA"
107255882605460849804,"Sunnyvale, CA 94086"
107257991495847009072,"San Jose, CA"
107258203120172191987,"Sunnyvale, California"
107275527308962586528,"San Jose, Santa Clara, California"
107277502991696112793,"Milpitas, CA 95035"
107280361521378130316,"San Jose, CA."
107280367764789970468,"Los Altos, CA"
107288611993847250075,"Santa Clara, CA, USA"
107290324397908716387,"Mountain View, CA"
107300794879275733431,"Los Altos, California"
107307746336936110291,"Sunnyvale, CA"
107311957663032857007,Cupertino
107311999780236720315,San Jose
107312120756566866066,"San Jose, CA"
107313438606155764961,San Jose
107331214744034034984,"Saratoga, CA"
107335828917766479174,"Los Gatos, CA USA"
107351690170136615394,"Lives in Monta Vista area of Cupertino, CA"
107385622778582010865,"San Jose, CA"
107390715975371846124,Santa Clara
107391292380194597157,"Mountain View, CA 94040"
107394061315422223486,"Campbell,  CA"
107400456582550789636,"San Jose, CA"
107401256167375459961,"Santa Clara, CA"
107439330690187893199,Sunnyvale CA
107442670379873274735,San Jose CA
107447059918137032967,"San Jose, CA"
107460554725372431163,"Mountain View, CA"
107469149343429875826,"San Jose, CA"
107470564376981238110,"Mountain View, CA 94043"
107476672209661099821,"Sunnyvale, CA"
107480115598475222080,"Santa Clara, CA"
107485298679911448055,"San Jose, CA"
107490471498563349092,Los Gatos
107500900004082070976,"Mountain View, CA"
107501998117997873641,"Sunnyvale, CA"
107507340798553782724,"San Jose, CA"
107507461232651774144,Cupertino
107531401684548924851,"Sunnyvale, California"
107540638333054762391,"Palo Alto, CA"
107545781092968992726,San Jose Ca
107551138159247283326,San Jose
107554299872394508094,"San Jose, CA"
107561425828239226343,"San Jose, CA 95136"
107562852116793589182,"Mountain View, CA"
107564210379910017972,"San Jose, CA"
107566293954623583949,San Jose CA
107567243507365726103,"Los Gatos, Ca"
107568644662990432400,San Jose
107569244789704639165,"Santa Clara, CA"
107571542191096310345,"San Jose, CA"
107572858633614667066,"San Jose, CA"
107573599579897472849,"Sunnyvale, CA"
107575995206266165405,"San Jose, CA"
107579228594733401957,"Sunnyvale, CA"
107584390553799801997,Santa Clara
107590607834908463472,"Mountain View, CA"
107593032951095231993,"Mountain View, CA"
107595422111708683950,"San Jose, CA"
107602159917454913858,"San Jose, CA"
107602882044753150398,"Palo Alto, CA"
107603097631700234118,"San Jose, CA"
107619906371620400223,"Campbell, CA"
107622126531445285220,"San Jose, California"
107631181588992136739,Gilroy
107634278594751604219,"Santa Clara, CA"
107645136609392780194,"Sunnyvale, California"
107646185313014687287,San Jose
107654866980568135904,"Palo Alto, CA"
107676600017158214318,"Santa Clara, CA"
107678443492375452985,San Jose
107701905796649560428,"Sunnyvale, CA"
107707292097887069775,San Jose
107714731807262458132,"Santa Clara, Ca."
107728190523634611351,Palo Alto
107732802446301744236,Cupertino
107737001095552672403,"Santa Clara, CA"
107738851831842967408,Sunnyvale
107756440501850840371,"San Jose, CA"
107765279162479699327,East Palo Alto
107786979071481311734,"Sunnyvale, CA"
107789322672959925053,"San Jose, CA"
107811487297972224316,Santa Clara
107817508549304296063,"San Jose, Ca"
107821252601800226708,San Jose
107821629988530872935,Sunnyvale
107821728125319810703,Mountain View
107856096680026035762,"San Jose, CA 95128"
107858471191664754720,"San Jose, CA"
107864079962516014502,"Palo Alto, CA"
107875679361771806014,"Mountain View, CA"
107876795776188306910,"San Jose, CA"
107881126263595215255,"Los Gatos, California"
107894561424323704515,"Mountain View, CA"
107895458624100917179,"Palo Alto, CA"
107902660225752988108,"Palo Alto, CA"
107919710798381451079,"San Jose, CA"
107941898037809507585,"Morgan Hill, CA"
107945942495841254828,"Los Gatos, CA"
107968783541319464850,"Mountain View, CA"
107970019180630435486,Mountain View
107972011995067280382,"San Jose, CA 95136"
107985698250809224529,"Campbell, CA"
107994679507690052407,"Cupertino, CA"
108030325771614004712,"San Jose, CA"
108041198912856898360,"Santa Clara, CA"
108045202417744881450,"Santa Clara, California, United States"
108052944302504659590,"San Jose, CA"
108057855442877325219,San Jose
108063798931342916177,"Milpitas, CA"
108084042728005234193,"Palo Alto, CA"
108085480939817321384,"Sunnyvale, California"
108094452627037140721,San Jose
108100781439327362862,"San Jose, CA."
108103383007926641412,Mountain View
108105899374710072086,"San Jose, CA"
108110726072134508400,San Jose
108126138363566834651,San Jose
108130770451411100746,"Santa Clara, CA 95054"
108136742853374138209,"Palo Alto, CA 94301"
108143914717210254978,"Palo Alto, California, US"
108149699412862272917,San Jose
108154777863972620421,"Sunnyvale, California"
108159920487426481642,Sunnyvale
108172277232154521000,"San Jose, CA"
108174337332785198784,"Saratoga, CA"
108190250734438725918,"Sunnyvale, CA"
108195804852688365593,"San Jose, CA"
108205325605957677761,"San Jose, CA"
108220995500123809829,"Milpitas, CA, United States"
108223979949770992494,"San Jose, CA"
108228920550496655772,"San Jose, CA, United States"
108232420687924823138,San Jose
108233754261034636309,"San Jose, CA, USA"
108240851375674070640,"Sunnyvale, CA"
108279006941708102280,Palo Alto
108287656257761891042,"San Jose, CA"
108287953834184016926,San Jose
108291184561036329577,"Sunnyvale, CA"
108299822730288388754,"San Jose, CA"
108310405463322259814,"Sunnyvale, CA, US"
108313103337453128577,"Mountain View, CA"
108319174490929098952,Mountain View
108322820147929690986,San Jose
108348186563950629571,"Mountain View, California"
108351113250814530301,"Gilroy ,CA"
108357197227897074077,San Jose
108366528806227753330,"Los Altos, CA, United States"
108372758751142461064,Cupertino
108391054203199197591,Palo Alto
108394399706287777104,Los Gatos CA
108404117974127855083,"Mountain View, CA, United States"
108416119375918091837,"East Palo Alto, CA"
108420926260926786634,"San Jose, CA"
108430678066988816876,"Sunnyvale, CA"
108431974445601257790,San Jose
108441070615802637586,"San Jose, CA"
108443388795341954102,"Sunnyvale, CA"
108454075817817087078,Mountain View
108462788172041275941,"Gilroy, CA, United States"
108467355638918157109,San Jose
108471117622415552414,"San Jose, Ca 95123"
108480853986905348693,"Morgan Hill, CA 95037"
108481339150493069114,"San Jose, CA"
108481523863426080819,"Sunnyvale, CA"
108495055033828983511,"Sunnyvale, CA"
108505659235842614950,Mountain View
108518214878756234740,"San Jose, CA"
108525584908225993917,"San Jose, CA"
108525929499785557624,"San Jose, CA"
108526365131194237973,"Saratoga, CA"
108531925805700065961,"San Jose, CA"
108535436545833661172,"Santa Clara, CA"
108536871022955878366,"Sunnyvale, CA"
108541497785634491568,"Palo Alto, CA"
108553081529102841135,"Santa Clara, CA"
108554161566506036393,"Gilroy, CA"
108555879849275235982,"Palo Alto, Ca"
108564372263202493958,"San Jose, CA"
108581512155018265408,"Mountain View, CA"
108583759525304902142,"Milpitas, California"
108595753229342491111,"Mountain View, CA"
108600300311463473718,Mountain View CA
108609219349604504501,Mountain View
108629528244773025746,"San Jose, CA"
108637477974399451867,"Mountain View, CA"
108645703906660395739,"Mountain View, Ca"
108674618105198746096,"Los Gatos, CA"
108688277797182535768,"San Jose, Ca"
108690180875615647168,"San Jose,Ca."
108714208787275952031,"San Jose, CA 95148"
108716058297811205923,"San Jose, CA"
108717370143737440915,"San Jose, California"
108719350832099964501,Mountain View
108723596340082219264,"Palo Alto, CA"
108727649287838037051,"San Jose, CA"
108736315097845207807,"Palo Alto, CA"
108736434188460708927,San Jose
108739841033762106870,San Jose California
108745207102515830214,"San Jose, CA"
108748273706970780097,"Palo Alto, CA"
108754431355079322530,"Mountain View, CA 94040"
108760566394507514090,"San Jose, CA"
108766607049970058338,"San Jose, CA"
108769835378063507283,"Santa Clara, CA, United States"
108778179596092603191,"San Jose, Ca"
108790128306840579066,"Mountain View, CA"
108794513874556947193,San Jose
108805253717930881949,"San Jose, CA 95120"
108806641915234839731,"Mountain View, California"
108809138166427283452,"San Jose, California"
108809311304225107604,"San Jose, CA"
108816356249486757125,Sunnyvale
108867248491119100550,Santa Clara
108878594978592555317,San Jose
108888149790865496187,Santa Clara
108893444686991449860,"Mountain View, California"
108894433805493727121,"Palo Alto, CA"
108900458545685455779,"Palo Alto, CA"
108929158275470141407,Palo Alto
108934051100930671040,"Mountain View , CA"
108934194498948311692,Mountain View
108940930504890222815,"San Jose, California"
108949294104910103527,"Santa Clara, CA"
108951746144495973403,"Cupertino, Ca"
108955386954656492350,"Santa Clara, CA"
108973694724011132221,"Mountain View, CA"
108987270830682592878,"Sunnyvale, CA"
109000562187304003481,"San Jose, CA"
109004144793372239509,"Palo Alto, California"
109009408058045665875,"San Jose, CA"
109010731978541202306,"San Jose, CA"
109023616485988825538,"Mountain View, CA"
109029031595869699365,Sunnyvale
109039347073719428622,"San Jose, CA"
109060896958753359021,"Santa Clara, CA"
109067686442463326777,"Mountain View, California"
109068111448737628604,Campbell
109070282437641926636,"Gilroy, CA"
109072435332370961533,"Sunnyvale, CA"
109073567489307389054,"San Jose, CA 95136"
109076729539361991283,San Jose
109078684108024272470,"Morgan Hill, California"
109102662869077267885,San Jose
109105826230775415560,"Santa Clara, CA"
109107813490260536679,"Sunnyvale, CA"
109109712836030005353,"San Jose, California"
109121422279649840411,"Mountain View, California, USA"
109128018196677393699,"Mountain View, CA"
109130932502535286138,"Campbell, CA"
109137386411375730177,"Campbell, CA"
109152987164758223678,"San Jose, CA"
109154808618653516937,"Mountain View, California"
109161180552477483372,"San Jose, California"
109161890971316958945,"Santa Clara, CA"
109165079514150618815,"Santa Clara, CA"
109165911498913671402,"San Jose, California"
109173348832836992718,Santa Clara
109187491560395826329,"San Jose ,CA"
109211525319153375840,"Santa Clara, CA"
109217682034667088876,San Jose
109224736318502164881,"Santa Clara, California (USA)"
109229952707111619555,"Palo Alto,CA"
109231517488819563639,"San Jose, CA, USA, Earth"
109233392079337224597,Santa Clara County
109236147443378835016,"Mountain View, CA"
109249644961735845421,San Jose
109252318302956917187,"San Jose, CA"
109268564077124324572,Santa Clara CA
109271553791013587545,"Santa Clara, California"
109275224522692724003,"San Jose, CA"
109287538868858693811,"San Jose, CA 95138"
109290820554964672958,"Milpitas, Ca"
109291600706627978112,"San Jose, CA"
109291841344702721127,"San Jose, CA"
109299226396295071875,"San Jose, CA"
109312518585632669880,"San Jose, CA"
109326062448776770859,Cupertino
109326311596264502242,"Palo Alto, California"
109331732476050013830,"San Jose, CA"
109334093279685301158,"Mountain View, Ca"
109343288040597598057,"Los Gatos, CA"
109379466318549137388,Milpitas
109380443971181362791,Palo Alto
109396213260631590940,San Jose
109402219100722141399,Milpitas
109402466767833845340,"Campbell, CA"
109404935879138074245,Sunnyvale
109414162446376182759,San Jose
109420518008871182562,"Mountain View, CA"
109430518928543199944,San Jose
109437279391102692897,Palo Alto
109437585878248683799,"Sunnyvale, CA"
109439139821034363403,"Palo Alto, CA, United States"
109447183059037931488,San Jose
109467926853496245646,"Mountain View, CA"
109471077600458505652,"Mountain View, CA"
109495637282343014350,Sunnyvale
109503158532514922699,Sunnyvale
109524355870140010933,Mountain View
109530120245143163596,"San Jose, Ca"
109530725585436064857,San Jose
109538651044630059949,"San Jose, CA"
109540868040745324284,"Palo Alto, California"
109546261080914274416,San Jose CA
109563464928930751396,"Cupertino, CA 95014"
109581870574956225297,"San Jose, CA"
109605871856836656560,"Los Altos, CA"
109607742024409578007,"San Jose, CA"
109614579860728455022,Mountain View
109623071652452397977,"Santa Clara,CA"
109625676041660032841,"San Jose, CA"
109625887683636423923,"Santa Clara, CA"
109627267881294698984,"San Jose, CA"
109629228697962814254,"Sunnyvale, CA, United States"
109632549041511255331,San Jose
109637943394058791672,"Mountain View, CA"
109641866943774207276,Palo Alto
109666561303539833042,"Mountain View, CA"
109675005897656326963,San Jose
109678249549843035848,"Palo Alto, CA"
109706893188426385304,San Jose
109712451619040885632,San Jose
109745894064669822230,"Mountain View, CA"
109762628167309189190,"Santa Clara, CA"
109765042476272323766,"Santa Clara, CA 95051"
109777140167685707123,"San Jose, CA"
109781472324902458015,"Mountain View, California"
109786773712389351329,"San Jose, CA"
109802130994731229966,"Gilroy, CA"
109810542541080531317,"Milpitas, CA"
109812627202815401025,"Mountain View, CA, USA"
109830749336809078338,"Milpitas, CA"
109833915953202995140,San Jose
109843896640868426519,"Mountain View, CA 94043"
109853077574270077406,San Jose California
109853750239729568966,"Sunnyvale, CA"
109856574191834087490,"San Jose, CA"
109859006563808331640,"Santa Clara, CA"
109866800740615312576,"Sunnyvale, CA"
109869975763453841747,"Palo Alto, CA 94303"
109876476358410893663,"San Jose, CA"
109879843672609867790,"San Jose, CA"
109889253856721097722,"San Jose, CA"
109890850430878740511,San Jose
109898455107187349523,"San Jose, CA"
109900826259806361582,"San Jose, CA"
109901295579591502321,"San Jose, California"
109901297063140351005,San Jose CA
109906536302441993267,Palo Alto
109909935680879695595,"Mountain View, CA"
109915049678410819681,"San Jose, CA"
109915960584600909613,Saratoga
109930321212162489185,San Jose
109941228448228622240,San Jose
109942674989109342985,San Jose
109952571857962803143,"Palo Alto, California"
109962241886126301049,San Jose
109962609954551380038,"Mountain View, California"
109964574888766891810,"Palo Alto, CA"
109971498992547598534,San Jose
109975117336442476260,"10500 Creston Drive, Los Altos, CA"
109980783633809855345,"San Jose, California"
109982203889624872107,"San Jose, CA"
109997630365609501858,"San Jose, CA"
109997764741824121414,"Mountain View, CA"
110008436501143705415,Sunnyvale
110015775015147586776,"San Jose, CA"
110019519021917935327,"San Jose, CA"
110023669453604960082,Palo Alto
110057619270054500477,"Cupertino, CA"
110077449376048426474,"San Jose, CA"
110082084049614908557,"San Jose, CA"
110090887431080203596,"Sunnyvale, CA, USA"
110097112394638933674,San Jose
110098063328913364320,"San Jose, CA"
110098197230760360109,"Cupertino, CA"
110106090215456188202,"San Jose, CA"
110118187844962712685,"Morgan Hill, CA 95037"
110126580432762407615,"Palo Alto, CA"
110134906375588468537,"Palo Alto, CA"
110150530080028803814,"Santa Clara, CA"
110158103118813123146,"San Jose,CA"
110158121372998137836,"Cupertino, CA"
110159234728387891333,"Sunnyvale, CA"
110172231601797300565,"Milpitas, CA"
110175159369222131092,"Campbell, CA 95008, United States"
110182822054658058036,"San Jose, CA"
110190971630211627526,"Los Altos, CA 94024, United States"
110193281041564536224,"San Jose, CA 95118"
110206514788843945062,"Campbell, CA"
110207466526175069035,"San Jose, CA"
110211369480652531887,"San Jose,Ca."
110215684413512570861,"Sunnyvale, California"
110226135405277903322,"Sunnyvale, CA"
110227605417919786010,Mountain View
110245265831213470535,"Mountain View, CA"
110255193504699698342,"Palo Alto, California"
110257056938932916977,Morgan Hill
110262205208523089664,Mountain View
110263856950145772036,"Morgan Hill, CA"
110279066199887733584,"Cupertino, CA"
110283396886183775814,"San Jose, Ca."
110312454639590427401,San Jose
110331173085707582095,San Jose CA
110356225635661572163,"Santa Clara, CA"
110364142186882736725,"San Jose, CA"
110401837791511169913,San Jose
110403549696240367140,"San Jose, Ca."
110406719939105364393,San Jose
110413118665006945082,San Jose
110417475055633989574,"San Jose, CA"
110433212246749570441,"San Jose, CA"
110447871875288333503,"Mountain View, CA, USA"
110448983428808361581,San Jose
110449419072584384740,Mountain View
110454982362631354013,"San Jose, CA"
110455635562795772094,"San Jose, California"
110463391829821037631,Mountain View
110469479194678030695,"Mountain View, CA"
110478834213957126523,"Mountain View, CA"
110481341670781011323,"Cupertino, CA"
110489378054638259645,"San Jose, CA"
110494190777137950761,San Jose
110495879900240578398,"Sunnyvale, CA"
110496848244311262991,"Cupertino, CA"
110502359330310898543,"San Jose, Ca"
110513369879397029537,San Jose CA
110514240628172943346,"Palo Alto, CA"
110514596932203321654,"San Jose, CA 95136"
110533811519891459959,"San Jose, CA"
110554344789668969711,San Jose
110557228482012146162,"San Jose, Ca"
110558297169041190747,"San Jose, California"
110563789211679581171,"Palo Alto, CA"
110564614899904594591,San Jose
110569550035634665923,"Palo Alto, CA"
110576465607601930380,"San Jose, CA"
110578261361989541546,San Jose
110585665945167032189,Campbell
110593127671073220440,"San Jose, CA"
110595341261965409504,"Mountain View, CA"
110601217888613689246,"Sunnyvale, CA"
110627727430512763216,"Saratoga, CA"
110638202592829896284,"Sunnyvale CA, USA"
110653495088910372539,Santa Clara
110657195048440589014,"San Jose Airport, San Jose, CA"
110657785603073564372,"Morgan Hill, CA"
110668442455696904112,"San Jose, CA"
110671849357796157509,"Los Altos, CA"
110673028825404164306,San Jose
110679453757748778738,"Mountain View, CA - USA"
110685092277755961888,Santa Clara
110699812028782036901,"Morgan Hill, California"
110700443114165354014,Sunnyvale
110705972378727484990,"Saratoga, CA, United States"
110718390806939762481,"Mountain View, CA"
110736465975817776905,"San Jose, CA"
110745368448023427155,San Jose CA
110766063987077878626,"Palo Alto, CA, USA"
110769675482035300593,San Jose
110775475761717447281,"San Jose, CA"
110776971190340897406,Sunnyvale
110789120794061006140,"San Jose, CA"
110796000362949553654,"Silicon Valley, Santa Clara, CA, United States"
110818181959724496787,San Jose
110822095611073202979,"Los Gatos, CA"
110825448406881400679,San Jose CA
110849704966597917580,"Mountain View, California, USA"
110850535760860865984,"Santa Clara, CA"
110860299900460184325,"San Jose, Ca"
110889120904007087821,San Jose
110891307255905847602,"San Jose, CA"
110910469102066049842,"Santa Clara, CA"
110912937542309589480,Santa Clara
110915662033887336873,"Cupertino, CA 95014"
110932611967632730885,"Mountain View, CA"
110940299471237551739,Santa Clara
110940886972052706929,San Jose
110961996260776554488,"Mountain View, CA"
110965718709614705923,"Cupertino, CA"
110970813075692655521,"San Jose, CA"
110971814269337622341,"San Jose, CA, USA"
110975237139262352491,"Mountain View, CA"
110992036148386647119,"Sunnyvale, CA"
110992344444057455498,"Milpitas, CA, United States"
110992720506076888295,"Sunnyvale, CA"
111021168335312757194,"San Jose, CA"
111033218438947652839,"Sunnyvale, Ca"
111036275428879931853,"San Jose, CA"
111057920773662763186,"San Jose, CA"
111064123150649948004,"415 Acalanes Drive, Sunnyvale, CA"
111070507606950462221,"Mountain View, CA"
111076058455450188509,"San Jose, CA"
111078104699844376504,Sunnyvale
111078899668145112369,San Jose 95125
111084981612107801565,"San Jose, CA"
111086436274184492529,"Mountain View, CA"
111092952733443073264,San Jose
111106703431185058272,"Gilroy, CA"
111109840481729718908,Mountain View CA
111112783534634008845,Santa Clara
111116543542033671074,"San Jose, CA"
111117807586845996613,San Jose CA
111118003898929807809,Cupertino
111118149712944653321,"Mountain View, CA"
111120767879868076090,"Cupertino, CA"
111124720845806672491,"Santa Clara, CA"
111131370528402492038,"San Jose, CA"
111136874172201415723,"Mountain View, CA, U.S.A"
111137031060700500043,"Los Gatos, CA"
111137991013255623416,"Los Altos, CA"
111139569550921176633,Mountain View
111146886010578771705,"Morgan Hill, CA"
111163784658897396181,San Jose
111169963967137030210,"Los Altos, California"
111206940068436574916,Santa Clara
111229727187637642584,"San Jose, CA"
111233919298889534743,"Palo Alto, CA"
111246130295788770598,"Mountain View, California"
111268268653695673206,"San Jose, CA"
111270252238725060318,San Jose
111270540192666136025,Santa Clara
111272619305540453295,"San Jose, CA"
111274551958011926988,"Mountain View, CA"
111278054950819332981,"San Jose, CA"
111278681683477949525,"San Jose, CA"
111290672267478599362,"Mountain View, CA"
111305451054179524754,Santa Clara
111318951934088523165,"San Jose, California"
111354864077183254230,"Milpitas, CA"
111356019710376457425,"San Jose, California"
111357101743259983077,San Jose
111358167472209209735,"San Jose, CA"
111359182851034798426,"San Jose, CA"
111365673641170193403,"Mountain View, CA"
111367342846103794209,"San Jose, CA"
111378467158096154615,"Mountain View, California"
111387070515390548496,"San Jose,Ca"
111398428044809254282,"Sunnyvale, CA"
111401897967097745156,"Willow Glen, San Jose, CA"
111405926353665122411,"Los Gatos, CA 95030, United States"
111411461428309609424,"San Jose, CA"
111417433570146576892,"Morgan Hill, CA."
111438023480975634700,"Palo Alto, CA"
111451462223941675096,"San Jose, CA"
111461453697830576377,"San Jose, CA"
111469464193749538075,San Jose
111476929022304645805,"San Jose, CA"
111486393386147099816,"Santa Clara, CA"
111486817044656965578,Mountain View CA
111486949325334997435,"San Jose, CA 95126"
111490406635446289733,"Los Altos, CA"
111499908439497508351,"Mountain View, CA"
111503684411229181824,"San Jose, CA"
111511494119269493750,"San Jose, CA, U.S."
111555979736888115248,"Sunnyvale, California, USA"
111556413301704372918,"San Jose,CA"
111559446387111192344,"Sunnyvale, California, USA"
111562060703058953426,"Santa Clara, CA"
111569753897032276134,"San Jose, California"
